,Reference area,TIME_PERIOD,CPI inflation,RGDP growth,Unemp rate,Forecasts
104,Finland,2016-Q1,-0.0334012344831768,1.165514375,9.233334,9.5
105,Finland,2016-Q2,0.3098243296051128,-0.020539632,8.9,9.233334
106,Finland,2016-Q3,0.4334311194801765,1.090691768,8.6,8.9
107,Finland,2016-Q4,0.7157694996504649,0.448935856,8.966666,8.6
108,Finland,2017-Q1,0.9654618662255476,0.97110592,8.966666,8.966666
109,Finland,2017-Q2,0.7704746693873554,1.315142352,8.966666,8.966666
110,Finland,2017-Q3,0.680509909371585,0.467449345,8.566667,8.966666
111,Finland,2017-Q4,0.6015070398932343,0.787387484,8.433333,8.566667
112,Finland,2018-Q1,0.7345153737045473,0.216615472,8.433333,8.433333
113,Finland,2018-Q2,0.9788412102036624,-0.196658576,7.2,8.433333
114,Finland,2018-Q3,1.2958326615116975,-0.097635447,7.3,7.2
115,Finland,2018-Q4,1.3241560402668109,0.088846243,6.766667,7.3
116,Finland,2019-Q1,1.1561120816816262,0.868144939,6.733333,6.766667
117,Finland,2019-Q2,1.2173700186037362,0.705787102,6.766667,6.733333
118,Finland,2019-Q3,0.9472350988688928,0.057675166,6.733333,6.766667
119,Finland,2019-Q4,0.778235098986646,-0.195633188,6.766667,6.733333
120,France,2015-Q1,-0.2405854164939547,0.594905046,10.36667,10.46667
121,France,2015-Q2,0.2128742514970083,0.037735739,10.43333,10.36667
122,France,2015-Q3,0.0832777648367866,0.288093939,10.3,10.43333
123,France,2015-Q4,0.0934677423634955,0.271107504,10.26667,10.3
124,France,2016-Q1,-0.0401942709698843,0.31708975,10.3,10.26667
125,France,2016-Q2,-0.0065728344751159,-0.24417939,10.0,10.3
126,France,2016-Q3,0.2796923384277283,0.157743347,9.866667,10.0
127,France,2016-Q4,0.5002467569197755,0.651038821,10.06667,9.866667
128,France,2017-Q1,1.233083093754539,0.687158718,9.633333,10.06667
129,France,2017-Q2,0.8863950314072611,0.724581107,9.5,9.633333
130,France,2017-Q3,0.8699073612909558,0.726837571,9.466666,9.5
131,France,2017-Q4,1.1413872842727324,0.607319704,9.033334,9.466666
132,France,2018-Q1,1.360432081173113,-0.036064933,9.266666,9.033334
133,France,2018-Q2,1.8954220621204776,0.220825854,9.1,9.266666
134,France,2018-Q3,2.248297260705523,0.533764486,8.933333,9.1
135,France,2018-Q4,1.8962966754032529,0.725187736,8.766666,8.933333
136,France,2019-Q1,1.2213771867863432,0.965051687,8.733334,8.766666
137,France,2019-Q2,1.1238491445667131,0.494119479,8.5,8.733334
138,France,2019-Q3,1.0044427274483292,0.029738156,8.3,8.5
139,France,2019-Q4,1.0849995170481908,-0.501994361,8.2,8.3
140,Germany,2015-Q1,-0.0511085824515422,-0.217414344,4.5,4.633333
141,Germany,2015-Q2,0.9688878290603942,0.518879177,4.4,4.5
142,Germany,2015-Q3,0.7288836956714562,0.536865646,4.3,4.4
143,Germany,2015-Q4,0.4092317030401915,0.513444213,4.2,4.3
144,Germany,2016-Q1,0.3026227167642892,0.878685293,4.066667,4.2
145,Germany,2016-Q2,0.1328349448580512,0.222802888,4.0,4.066667
146,Germany,2016-Q3,0.4973640006325164,0.35368132,3.866667,4.0
147,Germany,2016-Q4,1.0340271169611892,0.463197453,3.7,3.866667
148,Germany,2017-Q1,1.642625920928431,1.297998769,3.633333,3.7
149,Germany,2017-Q2,1.4267033161696308,0.712455197,3.566667,3.633333
150,Germany,2017-Q3,1.550615436683933,0.795825138,3.466667,3.566667
151,Germany,2017-Q4,1.4196378616308625,1.013747312,3.4,3.466667
152,Germany,2018-Q1,1.3193053267843036,-0.552463687,3.3,3.4
153,Germany,2018-Q2,1.7336656298752915,0.78595128,3.2,3.3
154,Germany,2018-Q3,1.8843837917851936,-0.654674072,3.166667,3.2
155,Germany,2018-Q4,1.9856059193240183,0.445787754,3.1,3.166667
156,Germany,2019-Q1,1.367154508377988,0.656051344,3.0,3.1
157,Germany,2019-Q2,1.7042183019736037,0.057511159,2.9,3.0
158,Germany,2019-Q3,1.4668467386189432,0.383184023,2.9,2.9
159,Germany,2019-Q4,1.244893523930446,-0.334001322,3.0,2.9
160,Ireland,2015-Q1,-0.6038615573314976,24.680386952,10.63333,10.86667
161,Ireland,2015-Q2,-0.4394280189707444,-2.581116614,10.06667,10.63333
162,Ireland,2015-Q3,-0.1998726457595134,2.490106696,9.533334,10.06667
163,Ireland,2015-Q4,-0.0805586332468855,0.132284165,9.433333,9.533334
164,Ireland,2016-Q1,-0.1214979895071355,-1.590348415,8.933333,9.433333
165,Ireland,2016-Q2,0.1605154039953316,-0.833891628,8.833333,8.933333
166,Ireland,2016-Q3,0.1201438540993748,0.171081564,8.233334,8.833333
167,Ireland,2016-Q4,-0.0806035542872729,10.752023018,7.566667,8.233334
168,Ireland,2017-Q1,0.5677172796358931,-2.131187311,7.266667,7.566667
169,Ireland,2017-Q2,0.2403872474316504,0.768104703,6.666667,7.266667
170,Ireland,2017-Q3,0.2001320294759745,5.959241763,6.633333,6.666667
171,Ireland,2017-Q4,0.4437523345429683,3.201412151,6.433333,6.633333
172,Ireland,2018-Q1,0.241958234754791,1.0712183,5.966667,6.433333
173,Ireland,2018-Q2,0.1598738486103812,0.248610358,5.866667,5.966667
174,Ireland,2018-Q3,0.7587446135284281,1.446489138,5.7,5.866667
175,Ireland,2018-Q4,0.7228995005058803,0.413628754,5.733333,5.7
176,Ireland,2019-Q1,0.8446898073563691,1.207081159,5.033333,5.733333
177,Ireland,2019-Q2,1.1571857148239273,1.309103668,5.166667,5.033333
178,Ireland,2019-Q3,0.7134444645769289,2.685261896,5.0,5.166667
179,Ireland,2019-Q4,1.0366939122837149,0.88575562,4.8,5.0
180,Italy,2015-Q1,-0.2483679514229675,0.401049835,12.5,12.9
181,Italy,2015-Q2,0.0619615218949043,0.429805612,12.33333,12.5
182,Italy,2015-Q3,0.186099999999989,0.032661535,11.63333,12.33333
183,Italy,2015-Q4,0.1553771840270501,0.458112639,11.66667,11.63333
184,Italy,2016-Q1,-0.0949733483424974,0.205966557,11.63333,11.66667
185,Italy,2016-Q2,-0.390285655501521,0.323832193,11.7,11.63333
186,Italy,2016-Q3,-0.01936396366361,0.684095704,11.7,11.7
187,Italy,2016-Q4,0.1287497862425324,0.356796657,11.83333,11.7
188,Italy,2017-Q1,1.3396216121775328,0.483826656,11.6,11.83333
189,Italy,2017-Q2,1.5039806652400012,0.427879109,11.26667,11.6
190,Italy,2017-Q3,1.131413932973735,0.077280077,11.33333,11.26667
191,Italy,2017-Q4,0.9326779038381529,0.594199954,11.0,11.33333
192,Italy,2018-Q1,0.726999098810599,-0.144031699,10.93333,11.0
193,Italy,2018-Q2,0.9220286210170014,0.279012293,10.76667,10.93333
194,Italy,2018-Q3,1.4807502467917066,-0.088379295,10.23333,10.76667
195,Italy,2018-Q4,1.419108910891098,0.278240952,10.5,10.23333
196,Italy,2019-Q1,0.9514763779527646,0.224672872,10.36667,10.5
197,Italy,2019-Q2,0.848221582961961,0.39603157,10.0,10.36667
198,Italy,2019-Q3,0.3567120622568254,-0.541710962,9.6,10.0
199,Italy,2019-Q4,0.2928735089077428,-0.263166748,9.666667,9.6
200,Japan,2015-Q1,2.30207283889734,1.610956774,3.5,3.466667
201,Japan,2015-Q2,0.5786582678605878,0.059578867,3.366667,3.5
202,Japan,2015-Q3,0.1017222841748877,0.147135416,3.366667,3.366667
203,Japan,2015-Q4,0.2381054042389419,-0.192167464,3.266667,3.366667
204,Japan,2016-Q1,0.0340890629767498,0.868462297,3.233333,3.266667
205,Japan,2016-Q2,-0.3722776226565694,-0.34181815,3.166667,3.233333
206,Japan,2016-Q3,-0.4742948066545516,0.224788665,3.033333,3.166667
207,Japan,2016-Q4,0.3053740432063412,0.015734312,3.0,3.033333
208,Japan,2017-Q1,0.340834723682426,0.728214713,2.9,3.0
209,Japan,2017-Q2,0.4076003726677824,0.321536821,2.866667,2.9
210,Japan,2017-Q3,0.6126592303185241,1.137915959,2.8,2.866667
211,Japan,2017-Q4,0.5750947774934456,0.155861619,2.7,2.8
212,Japan,2018-Q1,1.2907245041072324,-0.154412986,2.466667,2.7
213,Japan,2018-Q2,0.6765762272227471,0.630479552,2.366667,2.466667
214,Japan,2018-Q3,1.11639563410455,-0.489514687,2.433333,2.366667
215,Japan,2018-Q4,0.8745098661126605,0.069809393,2.466667,2.433333
216,Japan,2019-Q1,0.3018888061014024,0.129085698,2.466667,2.466667
217,Japan,2019-Q2,0.7392620845487752,0.390455502,2.333333,2.466667
218,Japan,2019-Q3,0.3345038833209468,0.05029814,2.333333,2.333333
219,Japan,2019-Q4,0.5002304145201419,-2.878120864,2.3,2.333333
220,Korea,2015-Q1,0.6964459337892137,0.864458364,3.533333,3.633333
221,Korea,2015-Q2,0.5632269434504122,0.430065586,3.666667,3.533333
222,Korea,2015-Q3,0.6463449360543105,1.48357306,3.633333,3.666667
223,Korea,2015-Q4,0.9198577096366068,0.772851603,3.533333,3.633333
224,Korea,2016-Q1,0.8592949512047587,0.384973125,3.7,3.533333
225,Korea,2016-Q2,0.8402587803735706,1.25345778,3.566667,3.7
226,Korea,2016-Q3,0.7347542239638738,0.386719421,3.8,3.566667
227,Korea,2016-Q4,1.452078801727752,0.770438323,3.666667,3.8
228,Korea,2017-Q1,2.2000952370537785,1.132992492,3.666667,3.666667
229,Korea,2017-Q2,1.921832830608028,0.725686533,3.666667,3.666667
230,Korea,2017-Q3,2.218192586019563,1.371819158,3.766667,3.666667
231,Korea,2017-Q4,1.441045368504601,-0.21762689,3.666667,3.766667
232,Korea,2018-Q1,1.076317893626921,1.442904913,3.7,3.666667
233,Korea,2018-Q2,1.4924908173507,0.789427506,3.733333,3.7
234,Korea,2018-Q3,1.5469815596542702,0.547216544,4.166667,3.733333
235,Korea,2018-Q4,1.7866886212313249,0.537922154,3.866667,4.166667
236,Korea,2019-Q1,0.5424850376332779,0.033056163,3.833333,3.866667
237,Korea,2019-Q2,0.6522531509582263,1.353250476,3.9,3.833333
238,Korea,2019-Q3,0.0446519722241856,0.270541984,3.733333,3.9
239,Korea,2019-Q4,0.2955907475040709,0.954747623,3.566667,3.733333
240,Luxembourg,2015-Q1,-0.0067040233098669,-0.964408251,6.366667,6.166667
241,Luxembourg,2015-Q2,0.5308016068775068,0.754484374,6.5,6.366667
242,Luxembourg,2015-Q3,0.5588796305591837,-0.289761343,6.5,6.5
243,Luxembourg,2015-Q4,0.8155702764170769,0.158478687,6.5,6.5
244,Luxembourg,2016-Q1,0.2483171622322366,3.067642329,6.4,6.5
245,Luxembourg,2016-Q2,0.0199256176692363,1.550395369,6.3,6.4
246,Luxembourg,2016-Q3,0.1663227399924194,0.78895323,6.3,6.3
247,Luxembourg,2016-Q4,0.7291010184442559,0.541068759,6.3,6.3
248,Luxembourg,2017-Q1,1.737198210062041,-1.412976908,5.9,6.3
249,Luxembourg,2017-Q2,1.70997466962437,1.064938438,5.533333,5.9
250,Luxembourg,2017-Q3,1.88043251841612,1.170018315,5.566667,5.533333
251,Luxembourg,2017-Q4,1.5963781056246962,0.74596645,5.466667,5.566667
252,Luxembourg,2018-Q1,1.0857409639208448,-0.142693069,5.566667,5.466667
253,Luxembourg,2018-Q2,1.282930173342467,-0.210056628,5.533333,5.566667
254,Luxembourg,2018-Q3,1.695656427313641,0.791885588,5.633333,5.533333
255,Luxembourg,2018-Q4,2.043072983204719,0.564197335,5.4,5.633333
256,Luxembourg,2019-Q1,2.040750566576799,0.338358691,5.5,5.4
257,Luxembourg,2019-Q2,2.011216399149096,1.621490085,5.633333,5.5
258,Luxembourg,2019-Q3,1.5809021935811574,0.51636533,5.666667,5.633333
259,Luxembourg,2019-Q4,1.3485505950360022,0.612896685,5.633333,5.666667
260,Mexico,2015-Q1,3.067722765968384,0.492210101,4.327652,4.498447
261,Mexico,2015-Q2,2.936691050238216,0.870609753,4.459894,4.327652
262,Mexico,2015-Q3,2.6147963118423823,1.179583678,4.325769,4.459894
263,Mexico,2015-Q4,2.2743695052268142,-0.295356267,4.299985,4.325769
264,Mexico,2016-Q1,2.693726033644439,-0.124440149,4.138545,4.299985
265,Mexico,2016-Q2,2.558674591516952,0.46148064,3.984845,4.138545
266,Mexico,2016-Q3,2.7840563601360118,0.874202639,3.784792,3.984845
267,Mexico,2016-Q4,3.243535079461779,1.115079344,3.633149,3.784792
268,Mexico,2017-Q1,4.9789051803248,0.586679603,3.476903,3.633149
269,Mexico,2017-Q2,6.097956790286885,0.104934926,3.4753,3.476903
270,Mexico,2017-Q3,6.482936664235828,-0.588696822,3.275204,3.4753
271,Mexico,2017-Q4,6.593870737262297,1.392686425,3.447579,3.275204
272,Mexico,2018-Q1,5.305799849746262,1.252900968,3.209983,3.447579
273,Mexico,2018-Q2,4.568001072083772,-0.304183982,3.333898,3.209983
274,Mexico,2018-Q3,4.91208602056028,0.409285697,3.235572,3.333898
275,Mexico,2018-Q4,4.816645446842771,-0.194012841,3.368537,3.235572
276,Mexico,2019-Q1,4.102894595629159,0.01513852,3.43338,3.368537
277,Mexico,2019-Q2,4.213955601357911,-0.281020818,3.541282,3.43338
278,Mexico,2019-Q3,3.3124638915603466,0.023633713,3.469288,3.541282
279,Mexico,2019-Q4,2.9404402688245845,-0.751369967,3.423834,3.469288
280,Netherlands,2015-Q1,0.1621019270575896,0.39261076,8.166667,8.133333
281,Netherlands,2015-Q2,0.8807803376014833,0.4245961,8.0,8.166667
282,Netherlands,2015-Q3,0.7333544207022147,0.474892403,7.733333,8.0
283,Netherlands,2015-Q4,0.6205172066814146,0.235065536,7.733333,7.733333
284,Netherlands,2016-Q1,0.5833001983647446,0.649308258,7.433333,7.733333
285,Netherlands,2016-Q2,0.0032865252465041,0.772347177,7.233333,7.433333
286,Netherlands,2016-Q3,0.0066514444554632,0.893175427,6.833333,7.233333
287,Netherlands,2016-Q4,0.6800526457531042,0.802826578,6.533333,6.833333
288,Netherlands,2017-Q1,1.528559935639584,0.593429918,6.3,6.533333
289,Netherlands,2017-Q2,1.248241019864893,0.509594212,6.066667,6.3
290,Netherlands,2017-Q3,1.3897616261005163,0.758830554,5.766667,6.066667
291,Netherlands,2017-Q4,1.3607915237587198,0.631260035,5.433333,5.766667
292,Netherlands,2018-Q1,1.228209191759122,0.717050122,5.1,5.433333
293,Netherlands,2018-Q2,1.5179995022952308,0.456399255,4.9,5.1
294,Netherlands,2018-Q3,2.029926559209372,0.254854198,4.866667,4.9
295,Netherlands,2018-Q4,2.0317168512063555,0.278082076,4.633333,4.866667
296,Netherlands,2019-Q1,2.5408023483366016,1.249766573,4.466667,4.633333
297,Netherlands,2019-Q2,2.65797887801571,0.447258123,4.333333,4.466667
298,Netherlands,2019-Q3,2.667690240859799,0.457660652,4.466667,4.333333
299,Netherlands,2019-Q4,2.666826738378792,0.057118313,4.433333,4.466667
300,New Zealand,2015-Q1,0.2516815407546335,0.333141252,5.5,5.5
301,New Zealand,2015-Q2,0.418372670908429,0.78252598,5.5,5.5
302,New Zealand,2015-Q3,0.4170269084077249,0.967000873,5.7,5.5
303,New Zealand,2015-Q4,0.0835367232464801,1.022999859,5.0,5.7
304,New Zealand,2016-Q1,0.418372670908429,1.236119841,5.3,5.0
305,New Zealand,2016-Q2,0.4167395377888905,0.877828366,5.1,5.3
306,New Zealand,2016-Q3,0.4152551742547805,0.991571641,5.0,5.1
307,New Zealand,2016-Q4,1.3355220145958135,0.257308754,5.3,5.0
308,New Zealand,2017-Q1,2.166745783885071,1.129590545,4.9,5.3
309,New Zealand,2017-Q2,1.7427435447031403,0.813103149,4.9,4.9
310,New Zealand,2017-Q3,1.9024332179381709,0.73533065,4.7,4.9
311,New Zealand,2017-Q4,1.5943905901319777,0.915741882,4.5,4.7
312,New Zealand,2018-Q1,1.099964198586334,0.935127562,4.4,4.5
313,New Zealand,2018-Q2,1.4999422873386292,0.911937504,4.6,4.4
314,New Zealand,2018-Q3,1.901277999121964,0.091169367,4.0,4.6
315,New Zealand,2018-Q4,1.8886876129746044,1.511713382,4.3,4.0
316,New Zealand,2019-Q1,1.4837197196848615,0.867388703,4.2,4.3
317,New Zealand,2019-Q2,1.674858332369622,0.062426844,4.1,4.2
318,New Zealand,2019-Q3,1.464883396810035,0.776729315,4.1,4.1
319,New Zealand,2019-Q4,1.8536774368405065,1.041586059,4.1,4.1
320,Norway,2015-Q1,1.9587628865979532,0.55126782,4.5,3.966667
321,Norway,2015-Q2,2.218443837436457,0.377271374,4.566667,4.5
322,Norway,2015-Q3,2.0020394299979483,0.835316211,4.733333,4.566667
323,Norway,2015-Q4,2.5017241379310384,-0.628092767,4.9,4.733333
324,Norway,2016-Q1,3.1681496461071657,0.427904296,5.1,4.9
325,Norway,2016-Q2,3.472447180470972,0.374958221,4.933333,5.1
326,Norway,2016-Q3,3.9920159680638663,-0.728197516,4.9,4.933333
327,Norway,2016-Q4,3.562004102241389,2.431190287,4.666667,4.9
328,Norway,2017-Q1,2.5809221107226943,0.381340416,4.433333,4.666667
329,Norway,2017-Q2,2.0974830590513083,1.468914709,4.6,4.433333
330,Norway,2017-Q3,1.5035508637236017,0.729692941,4.166667,4.6
331,Norway,2017-Q4,1.337579191853755,-1.170341076,4.2,4.166667
332,Norway,2018-Q1,2.0063687877806435,0.875116021,4.066667,4.2
333,Norway,2018-Q2,2.4019903912799068,0.28237126,4.0,4.066667
334,Norway,2018-Q3,3.277591151090098,0.958393038,4.133333,4.0
335,Norway,2018-Q4,3.3626010802636497,-0.633080145,3.866667,4.133333
336,Norway,2019-Q1,2.9971891985047794,0.383429811,3.966667,3.866667
337,Norway,2019-Q2,2.438240740740749,0.217672106,3.5,3.966667
338,Norway,2019-Q3,1.6478491449036126,0.307217913,3.9,3.5
339,Norway,2019-Q4,1.6114629405481695,2.60294895,4.166667,3.9
340,Portugal,2015-Q1,-0.0951930057893846,0.599543366,14.0,14.0
341,Portugal,2015-Q2,0.7181721872589808,0.070577611,12.83333,14.0
342,Portugal,2015-Q3,0.7669317955495636,0.165405326,12.5,12.83333
343,Portugal,2015-Q4,0.5580619491247552,0.473923452,12.6,12.5
344,Portugal,2016-Q1,0.5441446127994576,0.345066197,12.56667,12.6
345,Portugal,2016-Q2,0.451330949543105,0.466148014,11.6,12.56667
346,Portugal,2016-Q3,0.654596615202907,1.106030055,11.03333,11.6
347,Portugal,2016-Q4,0.7790991385967505,1.130983753,10.66667,11.03333
348,Portugal,2017-Q1,1.4173866049980388,0.968711381,10.23333,10.66667
349,Portugal,2017-Q2,1.4452055878118708,0.286867987,9.5,10.23333
350,Portugal,2017-Q3,1.142735178493437,0.68356408,8.866667,9.5
351,Portugal,2017-Q4,1.4690324634620389,0.942245998,8.266666,8.866667
352,Portugal,2018-Q1,0.7655391353245999,0.586055338,7.933333,8.266666
353,Portugal,2018-Q2,0.9842488985925436,0.955858864,7.233333,7.933333
354,Portugal,2018-Q3,1.396895068956483,0.670994421,6.833333,7.233333
355,Portugal,2018-Q4,0.8271686258613631,0.622491035,6.733333,6.833333
356,Portugal,2019-Q1,0.7539162306550606,0.823701002,6.733333,6.733333
357,Portugal,2019-Q2,0.5260323263755584,0.554516942,6.7,6.733333
358,Portugal,2019-Q3,-0.1708511484778685,0.412824343,6.4,6.7
359,Portugal,2019-Q4,0.2501060631392215,0.928495529,6.766667,6.4
360,Spain,2015-Q1,-1.01877517389235,1.217256656,23.13333,23.8
361,Spain,2015-Q2,-0.2539231422345578,1.119751827,22.5,23.13333
362,Spain,2015-Q3,-0.4113012107300529,0.917190225,21.63333,22.5
363,Spain,2015-Q4,-0.3214581245163606,0.893238249,21.0,21.63333
364,Spain,2016-Q1,-0.6579140113135651,0.694437279,20.4,21.0
365,Spain,2016-Q2,-0.9452010762161068,0.330990101,20.13333,20.4
366,Spain,2016-Q3,-0.1840016212408257,0.790529982,19.3,20.13333
367,Spain,2016-Q4,0.9740618899032992,0.568149192,18.73333,19.3
